parent_node,child_node,child_type
input,a0.h0,q
input,a0.h0,k
input,a0.h0,v
input,a0.h1,v
input,a0.h4,v
input,a0.h5,v
input,a0.h6,v
input,a0.h9,q
input,a0.h9,v
input,a0.h11,v
input,a0.h12,q
input,a0.h12,v
input,a0.h13,v
input,m0,
a0.h0,m0,
a0.h1,m0,
a0.h4,m0,
a0.h5,m0,
a0.h6,m0,
a0.h9,m0,
a0.h11,m0,
a0.h12,m0,
a0.h13,m0,
m0,m1,
m0,a2.h8,v
m0,m2,
m1,m2,
a2.h8,m2,
m0,m3,
m1,m3,
m2,m3,
m0,m4,
m1,m4,
m2,m4,
m0,a16.h7,v
m0,a16.h9,v
m0,a16.h12,v
m0,m16,
m0,m17,
m1,m17,
m0,m18,
m0,m19,
m0,m20,
m1,m20,
m4,m20,
m16,m20,
m0,m21,
m1,m21,
m16,m21,
m0,a22.h6,v
m0,m22,
m1,m22,
m16,m22,
m0,m23,
m1,m23,
m2,m23,
m3,m23,
m4,m23,
m16,m23,
m17,m23,
m18,m23,
m19,m23,
m20,m23,
m21,m23,
m22,m23,
m0,logits,
m1,logits,
m2,logits,
m3,logits,
m4,logits,
a16.h7,logits,
a16.h9,logits,
a16.h12,logits,
m16,logits,
m17,logits,
m18,logits,
m19,logits,
m20,logits,
m21,logits,
a22.h6,logits,
m22,logits,
m23,logits,
input,a0.h2,k
input,a0.h3,v
input,a0.h6,k
input,a0.h7,v
input,a0.h11,q
input,a0.h12,k
a0.h2,m0,
a0.h3,m0,
a0.h7,m0,
m0,m6,
m1,m13,
m0,a14.h5,v
m6,a14.h5,v
m13,a14.h5,v
m2,m16,
m0,a18.h4,q
m0,a18.h4,v
m1,a18.h4,q
m17,a18.h4,v
a14.h5,a19.h8,v
a18.h4,a19.h8,v
a14.h5,m19,
a18.h4,m19,
m0,a21.h11,v
a14.h5,logits,
a18.h4,logits,
a19.h8,logits,
a21.h11,logits,
m0,m14,
m0,a16.h11,v
m17,m19,
m17,m20,
m18,m20,
m19,m20,
m4,m21,
m17,m21,
m19,m21,
m20,m21,
m17,m22,
m18,m22,
m19,m22,
m20,m22,
m21,m22,
m14,m23,
a16.h11,logits,
