parent_node,child_node,child_type
input,a0.h0,v
input,a0.h1,v
input,a0.h2,q
input,a0.h2,k
input,a0.h2,v
input,a0.h4,k
input,a0.h9,v
input,a0.h11,q
input,a0.h11,v
input,a0.h12,k
input,a0.h12,v
input,a0.h13,k
input,a0.h13,v
input,m0,
a0.h0,m0,
a0.h1,m0,
a0.h2,m0,
a0.h4,m0,
a0.h9,m0,
a0.h11,m0,
a0.h12,m0,
a0.h13,m0,
m0,a2.h8,k
m0,a2.h8,v
m0,a2.h11,v
m0,m2,
a2.h8,m2,
a2.h11,m2,
m0,m3,
m2,m3,
m3,a4.h12,k
m0,m4,
m2,m4,
m3,m4,
a4.h12,m4,
m2,m5,
m3,m5,
m3,m6,
m3,a7.h7,k
m3,a8.h9,v
m2,a9.h7,k
m2,a9.h9,k
m3,a9.h7,k
m3,a9.h7,v
m3,a9.h9,k
m3,a9.h9,v
m3,a9.h13,k
m0,m9,
m2,m9,
m3,m9,
m3,m10,
m3,a11.h3,k
m3,a11.h11,k
m3,a11.h12,k
m3,a11.h13,v
m5,a11.h11,k
m3,a12.h7,v
m3,a12.h11,k
m3,a12.h11,v
m3,a12.h13,k
m3,a12.h13,v
m0,a13.h2,k
m3,a13.h2,k
m3,a13.h2,v
m5,a13.h2,k
m0,m13,
m3,m13,
m3,a14.h0,k
m3,m14,
m0,a15.h13,k
m3,a15.h1,k
m3,a15.h2,q
m3,a15.h2,k
m3,a15.h2,v
m3,a15.h4,k
m3,a15.h6,k
m3,a15.h7,k
m3,a15.h13,k
m14,a15.h2,v
m6,m15,
a15.h2,m15,
a15.h4,m15,
m0,a16.h1,v
m0,a16.h3,v
m0,a16.h7,k
m0,a16.h8,k
m0,a16.h8,v
m0,a16.h9,v
m0,a16.h10,k
m0,a16.h11,v
m0,a16.h12,v
m0,a16.h13,v
m2,a16.h3,k
m2,a16.h9,k
m2,a16.h10,k
m3,a16.h0,v
m3,a16.h1,k
m3,a16.h1,v
m3,a16.h3,k
m3,a16.h3,v
m3,a16.h6,k
m3,a16.h7,k
m3,a16.h8,k
m3,a16.h9,k
m3,a16.h9,v
m3,a16.h10,k
m3,a16.h11,q
m3,a16.h11,v
m3,a16.h12,k
m3,a16.h13,k
m5,a16.h1,k
m5,a16.h3,k
m5,a16.h9,k
a15.h2,a16.h7,k
a15.h2,a16.h8,k
m15,a16.h7,k
m0,m16,
m3,m16,
m2,a17.h7,k
m3,a17.h7,k
m3,a17.h7,v
m3,a17.h8,k
m2,a18.h13,k
m3,a18.h2,k
m3,a18.h2,v
m3,a18.h3,k
m3,a18.h4,k
m3,a18.h13,k
m3,a18.h13,v
m3,a19.h3,k
m3,a19.h10,k
m0,m19,
m3,m19,
a9.h7,m19,
a16.h9,m19,
m16,m19,
m0,a20.h7,v
m3,a20.h1,k
m3,a20.h9,k
m3,a20.h11,k
m3,a20.h13,k
m2,m20,
m3,m20,
a13.h2,m20,
m19,m20,
m0,a21.h1,v
m0,a21.h2,k
m0,a21.h5,k
m0,a21.h6,k
m0,a21.h6,v
m0,a21.h8,k
m0,a21.h8,v
m0,a21.h13,k
m3,a21.h0,k
m3,a21.h2,k
m3,a21.h2,v
m3,a21.h4,k
m3,a21.h5,k
m3,a21.h6,k
m3,a21.h6,v
m3,a21.h8,k
m3,a21.h12,k
m3,a21.h13,k
m4,a21.h6,v
m16,a21.h8,v
m19,a21.h8,k
m20,a21.h5,k
m20,a21.h6,v
m3,m21,
m19,m21,
m20,m21,
a21.h2,m21,
m0,a22.h1,k
m0,a22.h5,k
m0,a22.h5,v
m0,a22.h11,k
m0,a22.h13,v
m3,a22.h2,k
a16.h10,a22.h5,v
m19,a22.h1,k
a20.h9,a22.h5,v
a20.h13,a22.h1,v
a20.h13,a22.h5,v
m20,a22.h1,k
m20,a22.h5,k
m21,a22.h1,k
m21,a22.h2,k
m21,a22.h11,k
m21,a22.h13,k
a21.h2,m22,
m3,a23.h2,k
m3,a23.h11,k
a20.h13,a23.h9,v
m21,a23.h2,k
m21,a23.h11,k
a22.h5,a23.h13,v
a22.h11,a23.h7,v
m22,m23,
m0,logits,
a7.h7,logits,
a8.h9,logits,
a9.h7,logits,
a9.h9,logits,
a9.h13,logits,
m9,logits,
m10,logits,
a11.h3,logits,
a11.h11,logits,
a11.h12,logits,
a11.h13,logits,
a12.h7,logits,
a12.h11,logits,
a12.h13,logits,
a13.h2,logits,
m13,logits,
a14.h0,logits,
a15.h1,logits,
a15.h6,logits,
a15.h7,logits,
a15.h13,logits,
m15,logits,
a16.h0,logits,
a16.h1,logits,
a16.h3,logits,
a16.h6,logits,
a16.h7,logits,
a16.h8,logits,
a16.h9,logits,
a16.h10,logits,
a16.h11,logits,
a16.h12,logits,
a16.h13,logits,
m16,logits,
a17.h7,logits,
a17.h8,logits,
a18.h2,logits,
a18.h3,logits,
a18.h4,logits,
a18.h13,logits,
a19.h3,logits,
a19.h10,logits,
m19,logits,
a20.h1,logits,
a20.h7,logits,
a20.h9,logits,
a20.h11,logits,
a20.h13,logits,
a21.h0,logits,
a21.h1,logits,
a21.h4,logits,
a21.h5,logits,
a21.h6,logits,
a21.h8,logits,
a21.h12,logits,
a21.h13,logits,
m21,logits,
a22.h1,logits,
a22.h2,logits,
a22.h5,logits,
a22.h11,logits,
a22.h13,logits,
a23.h2,logits,
a23.h7,logits,
a23.h9,logits,
a23.h11,logits,
a23.h13,logits,
m23,logits,
input,a0.h3,v
input,a0.h5,k
input,a0.h5,v
input,a0.h6,v
input,a0.h8,k
input,a0.h8,v
input,a0.h9,k
input,a0.h10,v
input,a0.h12,q
a0.h3,m0,
a0.h5,m0,
a0.h6,m0,
a0.h8,m0,
a0.h10,m0,
m0,m1,
m1,m3,
m0,m6,
m0,a9.h12,v
m4,a9.h12,v
m0,a11.h8,v
m0,a11.h10,v
m0,a11.h13,v
m0,a12.h13,v
a11.h8,a12.h13,v
a12.h13,a13.h2,v
m0,m14,
m13,m14,
m0,a15.h2,v
m0,a15.h4,v
a11.h13,a15.h1,v
a11.h13,a15.h5,v
a13.h2,a15.h1,v
a13.h2,a15.h6,v
a13.h2,m15,
m13,m15,
m14,m15,
a15.h1,m15,
a15.h6,m15,
m0,a16.h6,v
m0,a16.h10,v
m1,a16.h10,v
a11.h13,a16.h6,q
a11.h13,a16.h7,q
a13.h2,a16.h6,q
a13.h2,a16.h7,q
a13.h2,a16.h13,q
m13,a16.h6,q
m14,a16.h6,q
m14,a16.h7,q
a15.h1,a16.h6,q
a15.h2,a16.h1,k
a15.h2,a16.h4,k
a15.h2,a16.h6,k
a15.h4,a16.h1,k
a15.h4,a16.h4,k
a15.h5,a16.h6,q
a15.h6,a16.h6,q
m15,a16.h1,k
m15,a16.h4,k
a16.h1,m16,
a16.h6,m16,
m0,a17.h3,v
m0,a17.h7,k
m0,a17.h8,v
a16.h1,m17,
a16.h8,m17,
a16.h9,m17,
a16.h13,m17,
m16,m17,
a17.h7,m17,
m0,a18.h1,v
a16.h1,a18.h0,q
a18.h0,m18,
a18.h1,m18,
m14,m19,
a16.h10,m19,
m17,m19,
a18.h1,m19,
m0,a20.h2,v
m0,a20.h5,v
m0,a20.h6,k
m0,a20.h9,v
m0,a20.h11,k
m0,a20.h13,k
m4,a20.h5,v
m18,a20.h7,v
m4,m20,
a16.h4,m20,
m16,m20,
m17,m20,
a18.h1,m20,
a20.h5,m20,
a20.h7,m20,
a20.h9,m20,
a20.h11,m20,
m0,a21.h0,q
m0,a21.h0,k
m0,a21.h0,v
m0,a21.h2,v
m0,a21.h10,k
m0,a21.h11,k
m0,a21.h11,v
m0,a21.h13,v
m3,a21.h1,v
m4,a21.h0,k
m4,a21.h2,v
m4,a21.h3,v
m4,a21.h8,v
m4,a21.h11,v
a16.h1,a21.h5,q
m16,a21.h0,k
m16,a21.h2,v
m16,a21.h3,v
m16,a21.h8,k
m16,a21.h11,v
m16,a21.h13,v
m17,a21.h1,v
m17,a21.h2,v
m17,a21.h8,k
m17,a21.h8,v
a18.h1,a21.h0,q
m18,a21.h0,k
m18,a21.h12,v
m19,a21.h1,v
m19,a21.h3,v
m19,a21.h8,v
m19,a21.h11,v
m19,a21.h12,v
a20.h2,a21.h0,q
m20,a21.h0,v
m20,a21.h2,v
m20,a21.h3,v
m20,a21.h9,v
m20,a21.h11,v
m0,m21,
m4,m21,
m17,m21,
a20.h2,m21,
a21.h0,m21,
a21.h1,m21,
a21.h8,m21,
a21.h9,m21,
a21.h11,m21,
a21.h12,m21,
m0,a22.h6,k
m0,a22.h6,v
m0,a22.h7,v
m0,a22.h9,k
m0,a22.h9,v
m0,a22.h11,v
m1,a22.h9,v
m1,a22.h11,v
m4,a22.h6,k
m4,a22.h9,k
m4,a22.h9,v
m4,a22.h11,v
m6,a22.h11,v
a13.h2,a22.h6,q
a15.h6,a22.h6,q
m15,a22.h11,v
a16.h10,a22.h6,v
a16.h10,a22.h9,v
m16,a22.h9,k
m16,a22.h9,v
m16,a22.h11,v
m17,a22.h4,v
m17,a22.h6,k
m17,a22.h11,v
m18,a22.h4,v
m18,a22.h6,v
m18,a22.h9,v
m18,a22.h11,v
m19,a22.h11,v
a20.h7,a22.h6,v
a20.h9,a22.h6,v
a20.h11,a22.h11,v
a20.h13,a22.h7,v
m20,a22.h11,v
a21.h0,a22.h7,q
a21.h0,a22.h8,v
a21.h1,a22.h6,q
a21.h1,a22.h6,v
a21.h1,a22.h8,v
a21.h1,a22.h13,v
a21.h2,a22.h6,q
a21.h2,a22.h7,q
a21.h8,a22.h7,q
a21.h11,a22.h6,q
m21,a22.h6,q
m21,a22.h7,q
m21,a22.h11,v
m21,a22.h12,q
m0,m22,
m17,m22,
a20.h2,m22,
a20.h5,m22,
a20.h7,m22,
a21.h0,m22,
a21.h3,m22,
a22.h6,m22,
m0,a23.h10,k
m0,a23.h10,v
m0,a23.h11,k
m0,a23.h11,v
m4,a23.h11,k
a16.h10,a23.h11,k
m16,a23.h11,k
m16,a23.h11,v
m17,a23.h11,k
m18,a23.h10,v
m19,a23.h11,q
m19,a23.h11,v
a21.h1,a23.h11,q
a21.h2,a23.h9,q
a21.h2,a23.h11,q
m21,a23.h11,v
a22.h6,a23.h1,v
a22.h6,a23.h4,v
a22.h11,a23.h1,v
a22.h11,a23.h11,q
m22,a23.h1,v
m22,a23.h4,v
m22,a23.h9,q
m22,a23.h10,v
m19,m23,
a20.h2,m23,
a20.h5,m23,
m20,m23,
a21.h0,m23,
a21.h2,m23,
a21.h10,m23,
m21,m23,
a22.h6,m23,
a22.h9,m23,
a22.h11,m23,
a22.h13,m23,
a23.h1,m23,
m6,logits,
a9.h12,logits,
a11.h8,logits,
a11.h10,logits,
a16.h4,logits,
a17.h3,logits,
a18.h0,logits,
a18.h1,logits,
m18,logits,
a20.h2,logits,
a20.h5,logits,
a20.h6,logits,
m20,logits,
a21.h2,logits,
a21.h9,logits,
a21.h10,logits,
a21.h11,logits,
a22.h4,logits,
a22.h6,logits,
a22.h7,logits,
a22.h8,logits,
a22.h9,logits,
a22.h12,logits,
a23.h4,logits,
a23.h10,logits,
input,a0.h3,k
input,a0.h10,k
m0,a2.h8,q
m0,a2.h9,v
m0,a2.h11,q
m0,a2.h11,k
m0,a2.h12,q
m0,a2.h12,k
m0,a2.h12,v
m1,a2.h12,v
m1,m2,
a2.h9,m2,
m2,a4.h2,v
m1,m4,
a2.h12,m4,
a4.h2,m4,
m2,a5.h6,v
m0,m5,
m1,m5,
m4,m6,
m0,m7,
m1,m7,
m2,m7,
m6,m7,
m0,a8.h3,v
m2,a8.h3,v
m4,a8.h3,v
m2,m8,
m8,m9,
m0,a11.h1,v
m7,m11,
m0,m12,
m11,m12,
m0,a13.h13,v
m12,a13.h2,k
m2,m13,
m1,m14,
m2,m14,
m4,m14,
m0,a15.h4,k
a13.h2,a15.h4,v
a13.h13,a15.h10,q
m14,a15.h1,v
m14,a15.h4,v
m14,a15.h6,v
m0,m15,
m1,m15,
m2,m15,
m3,m15,
m4,m15,
m7,m15,
m8,m15,
m9,m15,
a11.h1,m15,
m11,m15,
m12,m15,
m0,a16.h4,q
m0,a16.h7,q
m0,a16.h7,v
