parent_node,child_node,child_type
input,a0.h1,v
input,a0.h3,k
input,a0.h3,v
input,a0.h6,v
input,a0.h8,v
input,a0.h9,v
input,a0.h10,v
input,a0.h11,v
input,a0.h12,k
input,a0.h12,v
input,a0.h13,q
input,a0.h13,v
input,m0,
a0.h1,m0,
a0.h3,m0,
a0.h6,m0,
a0.h8,m0,
a0.h9,m0,
a0.h10,m0,
a0.h11,m0,
a0.h12,m0,
a0.h13,m0,
m0,m1,
m0,a2.h1,v
m0,a2.h5,k
m0,a2.h5,v
m0,a2.h12,v
m0,a2.h13,q
m0,a2.h13,v
m1,a2.h5,v
m1,a2.h12,v
m1,a2.h13,v
m0,m2,
m1,m2,
a2.h1,m2,
a2.h5,m2,
a2.h12,m2,
m0,m3,
m2,m3,
m0,m4,
m1,m4,
a2.h12,m4,
m2,m4,
m3,m4,
m0,m5,
m3,m5,
m4,m5,
m0,m6,
m1,m6,
m2,m6,
m4,m6,
m0,m7,
m1,m7,
m2,m7,
m3,m7,
m4,m7,
m6,m7,
m0,m14,
m1,m14,
m4,m14,
m14,a15.h2,v
m0,m15,
m4,m15,
m14,m15,
a15.h2,m15,
m0,a16.h0,v
m0,a16.h1,v
m0,a16.h2,v
m0,a16.h3,v
m0,a16.h4,v
m0,a16.h5,v
m0,a16.h7,k
m0,a16.h7,v
m0,a16.h9,k
m0,a16.h9,v
m0,a16.h10,v
m0,a16.h11,k
m0,a16.h11,v
m0,a16.h12,v
m0,a16.h13,v
m1,a16.h7,v
m1,a16.h9,v
m1,a16.h10,v
m1,a16.h11,v
m1,a16.h12,v
a2.h12,a16.h9,v
a2.h12,a16.h10,v
a2.h12,a16.h11,v
a2.h13,a16.h9,v
m2,a16.h7,v
m2,a16.h9,v
m2,a16.h10,v
m2,a16.h11,v
m2,a16.h12,v
m3,a16.h1,k
m3,a16.h3,k
m4,a16.h0,v
m4,a16.h1,v
m4,a16.h2,v
m4,a16.h3,v
m4,a16.h4,v
m4,a16.h5,v
m4,a16.h7,v
m4,a16.h9,v
m4,a16.h10,v
m4,a16.h11,v
m4,a16.h12,v
m6,a16.h7,v
m6,a16.h9,v
m6,a16.h10,v
m6,a16.h11,v
m6,a16.h12,v
m7,a16.h7,v
m7,a16.h9,v
m7,a16.h10,v
m7,a16.h11,v
m7,a16.h12,v
m14,a16.h7,v
m14,a16.h9,v
m14,a16.h10,v
m14,a16.h11,v
m14,a16.h13,q
a15.h2,a16.h1,k
a15.h2,a16.h3,k
a15.h2,a16.h7,k
a15.h2,a16.h9,k
a15.h2,a16.h12,k
a15.h2,a16.h13,k
m0,m16,
m1,m16,
m2,m16,
m3,m16,
m4,m16,
m6,m16,
a16.h3,m16,
a16.h7,m16,
a16.h9,m16,
a16.h10,m16,
a16.h11,m16,
a16.h12,m16,
m0,m17,
m1,m17,
m2,m17,
m4,m17,
m6,m17,
m7,m17,
a16.h7,m17,
a16.h9,m17,
a16.h10,m17,
a16.h11,m17,
a16.h12,m17,
m16,m17,
m0,a18.h1,v
m0,m18,
m4,m18,
a16.h7,m18,
a16.h9,m18,
a16.h10,m18,
a16.h11,m18,
a16.h12,m18,
m16,m18,
m17,m18,
m0,m19,
m1,m19,
m2,m19,
m4,m19,
m6,m19,
a16.h0,m19,
a16.h1,m19,
a16.h2,m19,
a16.h3,m19,
a16.h4,m19,
a16.h5,m19,
a16.h7,m19,
a16.h9,m19,
a16.h10,m19,
a16.h11,m19,
a16.h12,m19,
a16.h13,m19,
m16,m19,
m17,m19,
m18,m19,
m0,a20.h6,v
m0,a20.h7,v
