parent_node,child_node,child_type
input,a0.h1,v
input,a0.h9,v
input,a0.h11,v
input,a0.h12,v
input,a0.h13,v
input,m0,
a0.h1,m0,
a0.h9,m0,
a0.h11,m0,
a0.h12,m0,
a0.h13,m0,
m0,m1,
m0,a2.h5,k
m0,m2,
m1,m2,
a2.h5,m2,
m0,m4,
m1,m4,
m2,m4,
m0,m6,
m0,m14,
m0,a16.h0,v
m0,a16.h1,v
m0,a16.h2,v
m0,a16.h3,v
m0,a16.h4,v
m0,a16.h5,v
m0,a16.h7,v
m0,a16.h9,v
m0,a16.h10,v
m0,a16.h11,v
m0,a16.h12,v
m0,a16.h13,v
m1,a16.h9,v
m1,a16.h10,v
m4,a16.h0,v
m4,a16.h1,v
m4,a16.h2,v
m4,a16.h3,v
m4,a16.h7,v
m4,a16.h9,v
m4,a16.h10,v
m4,a16.h11,v
m4,a16.h12,v
m0,m16,
m4,m16,
a16.h10,m16,
m0,m17,
a16.h10,m17,
m16,m17,
m0,m18,
a16.h9,m18,
a16.h11,m18,
m0,m19,
a16.h0,m19,
a16.h1,m19,
a16.h2,m19,
a16.h3,m19,
a16.h4,m19,
a16.h5,m19,
a16.h7,m19,
a16.h9,m19,
a16.h11,m19,
a16.h12,m19,
m16,m19,
m0,a20.h7,v
m0,a20.h9,v
m0,a20.h10,v
m0,a20.h11,v
m0,a20.h12,v
a16.h10,a20.h7,v
a16.h11,a20.h9,v
m19,a20.h7,v
m0,m20,
m19,m20,
a20.h7,m20,
m0,a21.h1,v
m0,a21.h2,v
m0,a21.h3,v
m0,a21.h6,v
m0,a21.h8,v
m0,a21.h11,v
m0,a21.h13,v
m0,m21,
m16,m21,
m0,a22.h5,v
m0,a22.h6,v
m0,a22.h9,v
m0,a22.h11,v
m0,a22.h13,v
m1,a22.h6,v
m2,a22.h6,v
m4,a22.h6,v
m6,a22.h6,v
a16.h10,a22.h6,v
m16,a22.h6,v
m17,a22.h6,v
m19,a22.h6,v
a20.h9,a22.h6,v
m0,m22,
a16.h0,m22,
a16.h1,m22,
a16.h2,m22,
a16.h3,m22,
a16.h7,m22,
a16.h9,m22,
a16.h11,m22,
a16.h12,m22,
m16,m22,
m18,m22,
m19,m22,
a20.h7,m22,
a20.h9,m22,
a20.h12,m22,
m20,m22,
m21,m22,
a22.h6,m22,
m0,a23.h0,v
m0,a23.h2,v
m0,a23.h7,v
m0,a23.h11,v
m0,m23,
a16.h11,m23,
a22.h5,m23,
a22.h6,m23,
a23.h11,m23,
m0,logits,
m14,logits,
a16.h0,logits,
a16.h1,logits,
a16.h2,logits,
a16.h3,logits,
a16.h4,logits,
a16.h5,logits,
a16.h7,logits,
a16.h9,logits,
a16.h11,logits,
a16.h12,logits,
a16.h13,logits,
m16,logits,
m17,logits,
m18,logits,
m19,logits,
a20.h7,logits,
a20.h9,logits,
a20.h10,logits,
a20.h11,logits,
a20.h12,logits,
m20,logits,
a21.h1,logits,
a21.h2,logits,
a21.h3,logits,
a21.h6,logits,
a21.h8,logits,
a21.h11,logits,
a21.h13,logits,
m21,logits,
a22.h5,logits,
a22.h6,logits,
a22.h9,logits,
a22.h11,logits,
a22.h13,logits,
m22,logits,
a23.h0,logits,
a23.h2,logits,
a23.h7,logits,
a23.h11,logits,
m23,logits,
input,a0.h0,v
input,a0.h3,v
input,a0.h5,v
input,a0.h10,v
input,a0.h11,q
input,a0.h13,q
a0.h0,m0,
a0.h3,m0,
a0.h5,m0,
a0.h10,m0,
m0,a2.h8,v
m0,a2.h9,v
m0,a2.h11,v
a2.h8,m2,
a2.h9,m2,
a2.h11,m2,
m0,m3,
m1,m3,
m2,m3,
m3,m4,
m0,m5,
m1,m5,
m2,m5,
m3,m5,
m4,m5,
m2,m16,
m0,a18.h0,v
m0,a18.h1,v
m0,a18.h4,v
m2,a18.h4,v
m3,a18.h4,v
m4,a18.h4,v
m5,a18.h4,v
a16.h10,a18.h4,v
m16,a18.h1,v
m16,a18.h4,v
m17,a18.h0,v
m17,a18.h1,v
m17,a18.h4,v
a18.h0,m18,
a18.h4,m18,
a18.h0,a19.h8,v
a18.h0,a19.h10,v
a18.h1,a19.h8,v
a18.h1,a19.h10,v
a18.h4,a19.h7,v
a18.h4,a19.h8,v
a18.h4,a19.h9,v
a18.h4,a19.h10,v
a18.h4,a19.h11,v
m18,a19.h8,v
a18.h1,m19,
a18.h4,m19,
m0,a20.h6,v
a16.h10,a20.h12,v
m0,a21.h10,v
m2,a21.h2,v
m3,a21.h2,v
m4,a21.h2,v
m5,a21.h2,v
m16,a21.h2,v
m17,a21.h2,v
a18.h0,a21.h2,v
a18.h0,m21,
a21.h6,m21,
m0,a22.h1,v
m0,a22.h10,k
a18.h0,m22,
a18.h1,m22,
a18.h4,m22,
a21.h2,m22,
m0,a23.h10,v
m0,a23.h13,k
m0,a23.h13,v
a18.h0,m23,
a18.h1,m23,
a18.h4,m23,
a20.h12,m23,
a21.h2,m23,
m21,m23,
m22,m23,
a18.h0,logits,
a18.h1,logits,
a18.h4,logits,
a19.h7,logits,
a19.h8,logits,
a19.h9,logits,
a19.h10,logits,
a19.h11,logits,
a20.h6,logits,
a21.h10,logits,
a22.h1,logits,
a22.h10,logits,
a23.h10,logits,
a23.h13,logits,
a16.h7,m18,
a16.h12,m18,
a16.h13,m18,
m17,m19,
m18,m19,
a16.h10,a20.h11,v
m16,m20,
m18,m20,
m0,a21.h0,v
m0,a21.h12,v
m19,m21,
m20,m21,
m0,a22.h0,v
m0,a22.h8,v
a16.h4,m22,
a16.h13,m22,
m17,m22,
