parent_node,child_node,child_type
input,a0.h0,q
input,a0.h0,k
input,a0.h0,v
input,a0.h1,q
input,a0.h1,v
input,a0.h2,q
input,a0.h2,k
input,a0.h3,q
input,a0.h3,k
input,a0.h3,v
input,a0.h4,q
input,a0.h4,k
input,a0.h4,v
input,a0.h5,q
input,a0.h5,k
input,a0.h6,q
input,a0.h6,k
input,a0.h6,v
input,a0.h7,q
input,a0.h7,k
input,a0.h7,v
input,a0.h8,q
input,a0.h8,k
input,a0.h8,v
input,a0.h9,q
input,a0.h9,k
input,a0.h9,v
input,a0.h10,q
input,a0.h10,k
input,a0.h10,v
input,a0.h11,q
input,a0.h11,k
input,a0.h11,v
input,a0.h12,q
input,a0.h12,k
input,a0.h12,v
input,a0.h13,q
input,a0.h13,k
input,a0.h13,v
input,m0,
a0.h0,m0,
a0.h1,m0,
a0.h2,m0,
a0.h3,m0,
a0.h4,m0,
a0.h5,m0,
a0.h6,m0,
a0.h7,m0,
a0.h8,m0,
a0.h9,m0,
a0.h10,m0,
a0.h11,m0,
a0.h12,m0,
a0.h13,m0,
a0.h3,a1.h3,q
a0.h3,a1.h3,k
a0.h3,a1.h6,k
a0.h3,a1.h6,v
a0.h3,a1.h10,v
m0,a1.h0,q
m0,a1.h0,v
m0,a1.h1,q
m0,a1.h1,k
m0,a1.h1,v
m0,a1.h2,v
m0,a1.h3,q
m0,a1.h3,k
m0,a1.h3,v
m0,a1.h4,v
m0,a1.h5,q
m0,a1.h5,k
m0,a1.h5,v
m0,a1.h6,q
m0,a1.h6,v
m0,a1.h7,q
m0,a1.h7,k
m0,a1.h7,v
m0,a1.h8,q
m0,a1.h8,v
m0,a1.h9,q
m0,a1.h9,k
m0,a1.h9,v
m0,a1.h10,q
m0,a1.h10,k
m0,a1.h10,v
m0,a1.h11,q
m0,a1.h11,v
m0,a1.h12,q
m0,a1.h12,k
m0,a1.h12,v
m0,a1.h13,q
m0,a1.h13,k
m0,a1.h13,v
input,m1,
a0.h0,m1,
a0.h1,m1,
a0.h4,m1,
a0.h5,m1,
a0.h6,m1,
a0.h7,m1,
a0.h8,m1,
a0.h9,m1,
m0,m1,
a1.h0,m1,
a1.h1,m1,
a1.h2,m1,
a1.h3,m1,
a1.h4,m1,
a1.h5,m1,
a1.h6,m1,
a1.h7,m1,
a1.h8,m1,
a1.h9,m1,
a1.h10,m1,
a1.h11,m1,
a1.h12,m1,
a1.h13,m1,
input,a2.h12,v
a0.h1,a2.h12,v
a0.h5,a2.h12,v
a0.h11,a2.h12,v
m0,a2.h0,k
m0,a2.h0,v
m0,a2.h1,v
m0,a2.h2,q
m0,a2.h2,k
m0,a2.h2,v
m0,a2.h3,q
m0,a2.h3,v
m0,a2.h4,q
m0,a2.h4,k
m0,a2.h4,v
m0,a2.h5,q
m0,a2.h5,k
m0,a2.h5,v
m0,a2.h6,q
m0,a2.h6,k
m0,a2.h6,v
m0,a2.h7,q
m0,a2.h7,k
m0,a2.h7,v
m0,a2.h8,q
m0,a2.h8,k
m0,a2.h8,v
m0,a2.h9,q
m0,a2.h9,k
m0,a2.h9,v
m0,a2.h10,q
m0,a2.h10,k
m0,a2.h10,v
m0,a2.h11,k
m0,a2.h11,v
m0,a2.h12,q
m0,a2.h12,v
m0,a2.h13,q
m0,a2.h13,k
m0,a2.h13,v
a1.h0,a2.h5,v
a1.h0,a2.h12,v
a1.h1,a2.h5,v
a1.h2,a2.h5,v
a1.h4,a2.h5,v
a1.h5,a2.h1,v
a1.h5,a2.h2,v
a1.h5,a2.h4,v
a1.h5,a2.h5,v
a1.h6,a2.h5,v
a1.h7,a2.h2,v
a1.h7,a2.h5,v
a1.h9,a2.h5,v
a1.h9,a2.h8,k
a1.h11,a2.h5,v
a1.h12,a2.h5,v
m1,a2.h0,k
m1,a2.h0,v
m1,a2.h1,v
m1,a2.h2,q
m1,a2.h2,k
